id,neighbourhood_group_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,ocupacion_estimada,tipo_tenedor,superhost
629527110528765460,Salamanca,40.43492,-3.6669,Entire rental unit,4,1.0,1.0,2.0,$92.00,2,365,327,4.89,4.93,4.83,4.93,4.97,4.79,4.77,5,228,Mediano (2-5),1
629534713253592455,ChamberÃ­,40.43687,-3.70032,Entire rental unit,5,,3.0,,,31,1125,0,,,,,,,,384,285,Gran tenedor (>20),0
629690033079940165,TetuÃ¡n,40.453247,-3.699054,Entire guest suite,2,1.0,0.0,1.0,$69.00,31,365,0,,,,,,,,4,37,Mediano (2-5),0
630080142052643839,Centro,40.410744,-3.702753,Entire condo,2,1.0,1.0,1.0,$105.00,2,365,195,4.61,4.7,4.82,4.82,4.82,4.63,4.45,141,80,Gran tenedor (>20),0
630116995220994090,Centro,40.410744,-3.702753,Entire condo,2,1.0,1.0,1.0,$114.00,2,365,196,4.69,4.77,4.83,4.86,4.8,4.58,4.59,141,102,Gran tenedor (>20),0
630124844648968001,Centro,40.410744,-3.702753,Entire condo,2,1.0,1.0,1.0,$112.00,2,365,168,4.71,4.79,4.87,4.86,4.89,4.57,4.49,141,92,Gran tenedor (>20),0
630145585536941537,Centro,40.410744,-3.702753,Entire condo,2,1.0,1.0,1.0,$117.00,2,365,186,4.67,4.81,4.9,4.89,4.89,4.58,4.56,141,90,Gran tenedor (>20),0
630172673295796640,Puente de Vallecas,40.404369,-3.660482,Private room in rental unit,2,1.0,1.0,1.0,$45.00,1,365,323,4.93,4.93,4.93,4.89,4.94,4.62,4.87,2,254,Mediano (2-5),1
630230149391243353,Hortaleza,40.47795,-3.62933,Entire guest suite,4,1.0,1.0,3.0,$114.00,2,365,38,4.87,4.82,4.89,4.89,4.82,4.66,4.76,1,163,Pequeño (1),0
630411264220003619,Centro,40.422932,-3.701453,Entire loft,4,1.0,1.0,2.0,$182.00,2,30,78,4.96,4.97,4.92,4.99,4.97,4.97,4.91,1,306,Pequeño (1),1
630469025746013199,ChamberÃ­,40.43776,-3.71225,Entire rental unit,3,2.5,3.0,3.0,$165.00,30,365,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,108,Pequeño (1),0
630519129792281091,Salamanca,40.42698,-3.67086,Entire rental unit,5,2.0,3.0,6.0,$265.00,3,14,14,4.79,5.0,4.64,5.0,4.93,4.93,4.57,1,123,Pequeño (1),0
630906941453320291,Centro,40.42123217168826,-3.710285360612091,Entire rental unit,2,1.0,1.0,1.0,$124.00,31,330,0,,,,,,,,384,129,Gran tenedor (>20),0
631052773969575087,Centro,40.42093,-3.6988,Entire rental unit,4,1.0,2.0,4.0,$140.00,14,365,16,5.0,5.0,4.88,5.0,5.0,4.94,4.94,1,19,Pequeño (1),1
631083763502270502,Salamanca,40.42754,-3.67341,Entire rental unit,2,1.0,1.0,1.0,$90.00,1,365,46,4.61,4.65,4.65,4.61,4.72,4.91,4.46,181,114,Gran tenedor (>20),0
631090264341908777,Usera,40.36937,-3.70743,Private room in rental unit,3,,,,,32,330,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,365,Mediano (2-5),0
631104780540728399,Centro,40.42458,-3.70084,Entire rental unit,2,,1.0,,,30,90,0,,,,,,,,15,241,Profesional (6-20),0
631609193829655152,Retiro,40.420567,-3.679344,Private room in rental unit,2,2.0,1.0,1.0,$89.00,1,1125,114,4.67,4.72,4.61,4.83,4.84,4.9,4.56,1,38,Pequeño (1),0
631699382927663450,Salamanca,40.43575,-3.68547,Private room in rental unit,1,,,,,30,365,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78,365,Gran tenedor (>20),1
631772663784620869,Salamanca,40.43596,-3.68519,Private room in rental unit,1,,,,,30,365,0,,,,,,,,78,365,Gran tenedor (>20),1
631776805407466258,Centro,40.42187,-3.70114,Entire rental unit,2,1.0,0.0,1.0,$103.00,1,365,89,4.45,4.47,4.54,4.53,4.72,4.87,4.28,1,52,Pequeño (1),0
631784243197131910,Centro,40.41242,-3.70625,Entire rental unit,3,1.5,1.0,1.0,$117.00,3,365,144,4.86,4.91,4.96,4.97,4.97,4.94,4.84,1,97,Pequeño (1),1
631796347104453217,Salamanca,40.43601,-3.68717,Private room in rental unit,1,,,,,30,365,0,,,,,,,,78,365,Gran tenedor (>20),1
632264542721266601,Centro,40.40928,-3.70157,Entire guesthouse,2,,1.0,,,2,4,94,4.89,4.87,4.91,4.93,4.9,4.84,4.73,2,365,Mediano (2-5),0
632610460688993887,Arganzuela,40.40175,-3.69391,Entire rental unit,3,1.5,1.0,1.0,$101.00,2,1125,84,4.71,4.7,4.58,4.88,4.87,4.87,4.55,1,286,Pequeño (1),0
633019186800352588,Carabanchel,40.38839,-3.72214,Entire loft,4,1.0,1.0,2.0,$77.00,2,365,220,4.74,4.8,4.8,4.85,4.92,4.44,4.65,2,296,Mediano (2-5),0
633034304631879424,Centro,40.41875,-3.70782,Entire rental unit,4,1.0,1.0,1.0,$133.00,2,365,318,4.71,4.73,4.59,4.83,4.93,4.99,4.67,3,317,Mediano (2-5),1
633037750677892588,Centro,40.41532,-3.70907,Entire rental unit,2,1.0,1.0,1.0,$82.00,3,1000,138,4.86,4.91,4.88,4.63,4.91,4.99,4.8,1,150,Pequeño (1),0
633042338691821588,Centro,40.4236,-3.6996,Entire rental unit,4,2.0,2.0,2.0,$360.00,31,1125,1,5.0,5.0,5.0,5.0,4.0,4.0,5.0,384,35,Gran tenedor (>20),0
633054167530647170,ChamartÃ­n,40.44133,-3.67179,Entire rental unit,2,1.0,1.0,1.0,$106.00,1,1125,21,4.43,4.5,4.65,4.2,4.65,4.2,4.0,12,15,Profesional (6-20),0
633114841489683133,Centro,40.4203,-3.69936,Private room in rental unit,2,2.5,1.0,1.0,$56.00,4,300,123,4.33,4.35,4.41,4.74,4.55,4.88,4.37,9,324,Profesional (6-20),0
633142226487880460,Centro,40.42222,-3.70797,Entire rental unit,7,2.0,2.0,5.0,$191.00,1,1125,164,4.79,4.88,4.67,4.91,4.84,4.92,4.76,3,99,Mediano (2-5),0
633265250776187208,Moncloa - Aravaca,40.42445373535156,-3.713676929473877,Private room in rental unit,1,1.0,1.0,1.0,$58.00,1,1125,198,4.97,4.98,4.98,4.95,4.98,4.97,4.93,1,131,Pequeño (1),1
633354662804937909,Centro,40.425095,-3.691769,Entire rental unit,2,1.0,0.0,1.0,$81.00,3,365,178,4.8,4.76,4.8,4.91,4.93,4.95,4.72,22,86,Gran tenedor (>20),0
633364375098872986,ChamberÃ­,40.43012,-3.71064,Private room in rental unit,2,,,,,20,30,0,,,,,,,,1,365,Pequeño (1),0
633724825961177129,Salamanca,40.42337,-3.66664,Entire rental unit,2,1.0,0.0,2.0,$86.00,1,1125,6,2.67,3.17,3.17,3.17,3.5,3.5,2.83,1,38,Pequeño (1),0
633763740543940511,Centro,40.41149447674645,-3.709979567627383,Entire rental unit,2,1.0,0.0,1.0,$107.00,2,365,168,4.9,4.95,4.85,4.87,4.96,4.96,4.85,3,320,Mediano (2-5),1
633764089440380794,Salamanca,40.43011,-3.68066,Entire rental unit,4,2.0,2.0,2.0,$141.00,31,1125,2,4.0,4.0,4.0,5.0,3.5,5.0,4.0,384,249,Gran tenedor (>20),0
633764133923435310,Centro,40.41896,-3.70776,Entire rental unit,3,1.0,1.0,1.0,$125.00,2,365,312,4.73,4.68,4.61,4.86,4.94,4.97,4.68,3,319,Mediano (2-5),1
633787165914828087,Salamanca,40.43606,-3.68524,Private room in rental unit,1,,,,,14,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,78,365,Gran tenedor (>20),1
633816197266315900,Retiro,40.4185,-3.67837,Entire rental unit,3,1.0,1.0,2.0,$118.00,1,1125,18,4.83,5.0,4.89,4.61,4.61,5.0,4.72,54,44,Gran tenedor (>20),0
633821802826175848,TetuÃ¡n,40.45405,-3.70198,Entire rental unit,8,2.0,3.0,4.0,$187.00,1,365,119,4.68,4.71,4.57,4.81,4.79,4.71,4.62,3,361,Mediano (2-5),0
633845859284454094,Centro,40.41451,-3.69613,Entire rental unit,5,2.0,2.0,3.0,$132.00,1,365,100,4.54,4.63,4.58,4.61,4.74,4.85,4.47,2,221,Mediano (2-5),0
633856164501141153,Puente de Vallecas,40.38792,-3.66892,Private room in rental unit,3,,,,,1,365,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,365,Profesional (6-20),1
633889248459660833,Carabanchel,40.38885,-3.73812,Entire rental unit,4,1.0,0.0,2.0,$79.00,2,365,95,4.65,4.73,4.65,4.82,4.81,4.41,4.45,2,290,Mediano (2-5),0
634009665791242986,Centro,40.42404,-3.69717,Entire rental unit,2,1.5,1.0,1.0,$118.00,2,60,113,4.81,4.88,4.9,4.89,4.88,4.91,4.81,1,204,Pequeño (1),1
634103006835916784,Carabanchel,40.38633,-3.74439,Entire rental unit,2,,1.0,,,2,365,117,4.43,4.48,4.42,4.8,4.83,4.5,4.34,1,358,Pequeño (1),0
634455662628356098,Centro,40.42341,-3.69743,Entire rental unit,4,3.0,2.0,2.0,$153.00,31,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,384,175,Gran tenedor (>20),0
634497524531505561,Centro,40.40974,-3.69551,Entire rental unit,2,1.0,1.0,1.0,$97.00,1,365,104,4.79,4.82,4.88,4.83,4.97,4.92,4.67,181,85,Gran tenedor (>20),0
634602134363159992,ChamberÃ­,40.43584,-3.70041,Private room in rental unit,1,,,,,1,365,0,,,,,,,,5,365,Mediano (2-5),0
634606737005784800,Salamanca,40.43638,-3.66747,Entire rental unit,4,1.0,1.0,2.0,$111.00,2,365,327,4.82,4.84,4.73,4.88,4.93,4.78,4.72,6,124,Profesional (6-20),1
635191029756418236,ChamartÃ­n,40.44684366052641,-3.6691652296386663,Entire rental unit,3,1.0,2.0,2.0,$146.00,1,365,97,4.93,4.9,4.93,4.88,4.95,4.79,4.78,65,32,Gran tenedor (>20),1
635222371384751197,Retiro,40.41573,-3.67219,Entire rental unit,5,2.0,2.0,5.0,$142.00,1,365,96,4.74,4.66,4.67,4.66,4.81,4.81,4.66,292,105,Gran tenedor (>20),0
635240403779773062,Centro,40.40862,-3.70186,Entire rental unit,2,1.0,0.0,1.0,$86.00,3,365,107,4.54,4.66,4.76,4.56,4.85,4.14,4.29,1,124,Pequeño (1),0
635316473485313521,Centro,40.41227,-3.70545,Entire rental unit,4,1.0,1.0,1.0,$128.00,3,365,83,4.63,4.65,4.76,4.67,4.69,4.73,4.48,75,238,Gran tenedor (>20),0
635316520374858159,Centro,40.41248,-3.70316,Entire rental unit,4,1.0,1.0,1.0,$119.00,3,365,32,4.31,4.38,4.28,4.63,4.47,4.75,4.19,75,211,Gran tenedor (>20),0
635323516101754882,Retiro,40.41215,-3.6905,Entire rental unit,4,2.0,2.0,2.0,$246.00,3,365,151,4.79,4.85,4.72,4.89,4.96,4.96,4.77,1,123,Pequeño (1),0
635360884753743905,Centro,40.42188,-3.70251,Entire rental unit,2,1.0,1.0,1.0,$90.00,5,365,77,4.57,4.81,4.61,4.9,4.9,4.68,4.44,30,349,Gran tenedor (>20),0
635387206828725387,Ciudad Lineal,40.42761,-3.65804,Entire rental unit,8,3.0,3.0,4.0,$305.00,2,14,169,4.87,4.89,4.81,4.95,4.96,4.59,4.79,1,326,Pequeño (1),1
635474430007496679,Villaverde,40.34499,-3.69272,Private room in rental unit,2,1.0,1.0,1.0,$45.00,2,30,95,4.87,4.81,4.96,4.84,4.94,4.27,4.65,3,284,Mediano (2-5),1
635584625612116357,Latina,40.40743,-3.73243,Private room in rental unit,1,1.5,1.0,1.0,$34.00,3,365,4,5.0,5.0,4.75,5.0,5.0,4.25,4.75,3,365,Mediano (2-5),0
635871943135941060,TetuÃ¡n,40.44784,-3.69134,Entire rental unit,4,2.0,2.0,3.0,$147.00,1,1125,16,4.88,4.94,4.69,4.88,4.81,5.0,4.63,1,274,Pequeño (1),1
635925031888263174,Salamanca,40.428844,-3.674283,Private room in rental unit,1,,,,,7,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,365,Pequeño (1),0
636153517801964933,Villaverde,40.34434,-3.69313,Private room in rental unit,2,1.0,1.0,1.0,$47.00,2,30,99,4.86,4.88,4.97,4.78,4.89,4.3,4.75,3,284,Mediano (2-5),1
636181836188375497,Salamanca,40.43445,-3.66875,Tiny home,4,1.5,1.0,2.0,$94.00,2,365,361,4.84,4.84,4.8,4.9,4.94,4.79,4.73,6,134,Profesional (6-20),1
636200722545072464,Salamanca,40.43633,-3.66761,Entire rental unit,4,1.0,1.0,2.0,$94.00,2,365,365,4.85,4.84,4.8,4.92,4.95,4.71,4.72,6,206,Profesional (6-20),1
636679263114318863,Centro,40.4182,-3.70733,Entire rental unit,2,,1.0,,,30,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,365,Mediano (2-5),0
637047063000442288,Centro,40.41596,-3.69598,Private room in condo,4,,,,,2,365,0,,,,,,,,1,365,Pequeño (1),0
637304814199031660,Centro,40.42063,-3.69993,Private room in casa particular,4,2.0,1.0,4.0,$120.00,3,60,24,4.67,4.67,4.67,4.83,4.58,4.96,4.71,27,355,Gran tenedor (>20),0
637305118378981964,Centro,40.41903,-3.69904,Private room in rental unit,3,1.0,1.0,3.0,$94.00,3,60,15,4.2,4.2,4.4,4.53,4.53,4.93,4.27,27,229,Gran tenedor (>20),0
637310043874697350,Centro,40.414677,-3.705585,Entire rental unit,3,1.0,1.0,1.0,$117.00,1,89,145,4.85,4.86,4.86,4.85,4.89,4.92,4.75,13,343,Profesional (6-20),1
637512680799981007,Centro,40.41324,-3.71377,Entire rental unit,4,2.0,2.0,2.0,$424.00,7,1125,150,4.97,4.98,4.93,5.0,4.99,4.95,4.91,1,256,Pequeño (1),1
637545114512363738,Centro,40.414879,-3.707151,Entire rental unit,3,1.0,1.0,1.0,$104.00,1,360,143,4.78,4.79,4.8,4.83,4.85,4.94,4.68,13,337,Profesional (6-20),1
637591643426336922,Puente de Vallecas,40.39005,-3.66308,Private room in rental unit,2,1.0,1.0,1.0,$25.00,1,6,219,4.72,4.76,4.89,4.82,4.82,4.56,4.71,2,277,Mediano (2-5),0
637736843185956462,ChamberÃ­,40.43042,-3.70295,Private room in rental unit,1,,,,,60,130,129,4.75,4.81,4.84,4.74,4.84,4.88,4.81,25,306,Gran tenedor (>20),1
637878010262342089,Centro,40.42219,-3.69961,Private room in rental unit,1,1.0,5.0,5.0,$58.00,1,3,0,,,,,,,,2,187,Mediano (2-5),0
638155845968420123,Centro,40.41578,-3.71056,Entire condo,4,1.0,1.0,2.0,$222.00,2,365,39,4.97,4.97,4.95,4.92,4.97,4.95,4.95,4,141,Mediano (2-5),1
638216306070786232,Centro,40.41678,-3.69934,Entire serviced apartment,2,1.0,1.0,3.0,$335.00,2,365,15,4.8,4.93,4.93,4.73,4.53,4.93,4.73,5,365,Mediano (2-5),1
638224521291759097,Centro,40.414818,-3.707497,Entire rental unit,2,1.0,1.0,1.0,$107.00,1,89,96,4.64,4.79,4.9,4.8,4.82,4.95,4.6,13,321,Profesional (6-20),1
638272992436528404,Centro,40.41608,-3.71017,Entire condo,4,1.0,1.0,2.0,$222.00,2,365,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,140,Mediano (2-5),1
638317821558175679,Centro,40.41605,-3.71078,Entire condo,5,2.0,2.0,4.0,$256.00,2,60,5,4.8,4.8,5.0,5.0,5.0,5.0,4.6,4,189,Mediano (2-5),1
638358019965537432,Centro,40.4174284,-3.7055203,Entire rental unit,4,1.5,2.0,2.0,$175.00,3,1000,163,4.67,4.75,4.55,4.69,4.89,4.93,4.71,1,133,Pequeño (1),0
638705853485075881,Centro,40.41025,-3.70027,Private room in rental unit,2,,,,,1,20,3,4.67,5.0,4.0,4.33,5.0,5.0,4.67,2,365,Mediano (2-5),0
638708155554411889,ChamberÃ­,40.43243,-3.71066,Entire rental unit,3,1.0,3.0,3.0,$105.00,30,365,4,5.0,4.75,4.75,5.0,4.75,5.0,4.75,4,3,Mediano (2-5),0
638844747467990129,Centro,40.42258,-3.70101,Entire rental unit,4,1.0,1.0,2.0,$85.00,1,1125,6,4.5,4.67,4.33,4.67,4.67,5.0,4.17,87,88,Gran tenedor (>20),0
638955298062555038,Centro,40.41683,-3.69746,Entire serviced apartment,2,1.0,1.0,2.0,$368.00,1,365,26,4.58,4.42,4.77,4.96,4.62,4.96,4.46,5,353,Mediano (2-5),1
638961083852121688,Centro,40.41663,-3.69787,Entire serviced apartment,3,1.0,1.0,2.0,$558.00,1,365,0,,,,,,,,5,353,Mediano (2-5),1
638964693823251548,Centro,40.41859,-3.69794,Entire serviced apartment,2,1.0,1.0,1.0,$485.00,1,365,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,351,Mediano (2-5),1
639001067830333326,Centro,40.41401,-3.70902,Entire condo,6,1.0,2.0,3.0,$256.00,2,60,45,4.93,5.0,4.91,4.96,4.98,4.98,4.98,4,183,Mediano (2-5),1
639513534898687532,Centro,40.41951,-3.69804,Entire serviced apartment,3,1.0,1.0,2.0,$161.00,1,365,115,4.72,4.83,4.77,4.83,4.82,4.95,4.65,63,302,Gran tenedor (>20),0
639529074111970310,Salamanca,40.43315,-3.68596,Entire rental unit,5,2.0,3.0,3.0,$219.00,31,365,0,,,,,,,,384,151,Gran tenedor (>20),0
639669537083057307,Arganzuela,40.40584,-3.71173,Private room in rental unit,1,1.0,1.0,1.0,$49.00,3,365,42,4.79,4.86,4.93,4.83,4.86,4.9,4.76,3,50,Mediano (2-5),0
639683890075179442,Centro,40.41333,-3.69644,Entire rental unit,4,2.0,2.0,2.0,$215.00,1,1125,93,4.68,4.69,4.63,4.62,4.78,4.86,4.59,22,53,Gran tenedor (>20),0
639688374384546620,TetuÃ¡n,40.453125,-3.706608,Private room in rental unit,1,,1.0,,,2,365,0,,,,,,,,1,365,Pequeño (1),0
639701157487778161,Retiro,40.419299,-3.6769617,Entire rental unit,6,3.0,3.0,3.0,$309.00,30,1125,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,249,352,Gran tenedor (>20),0
639738092349402578,Retiro,40.40662,-3.67596,Private room in rental unit,2,1.0,1.0,1.0,$38.00,1,365,142,4.51,4.56,4.21,4.87,4.9,4.83,4.51,18,114,Profesional (6-20),0
639757391979631978,Retiro,40.4066,-3.67594,Private room in rental unit,2,1.0,1.0,1.0,$36.00,1,365,13,4.0,4.46,3.77,4.77,4.85,4.54,4.15,18,109,Profesional (6-20),0
639812908930898184,Centro,40.427254,-3.7084568,Entire rental unit,2,1.0,1.0,1.0,$91.00,3,365,38,4.84,4.81,4.65,4.76,4.86,4.95,4.65,23,40,Gran tenedor (>20),0
639812973988962894,Moncloa - Aravaca,40.42730331420898,-3.714144945144653,Entire rental unit,2,1.0,0.0,1.0,$99.00,3,365,51,4.59,4.67,4.53,4.86,4.9,4.96,4.47,23,24,Gran tenedor (>20),0
639878588288961056,TetuÃ¡n,40.46019,-3.69904,Entire rental unit,2,1.0,0.0,1.0,$87.00,1,365,18,4.83,4.83,4.67,4.67,4.72,4.72,4.61,181,80,Gran tenedor (>20),0
639880273389114204,TetuÃ¡n,40.4573507,-3.6919873,Private room in rental unit,2,,,,,4,365,9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,365,Profesional (6-20),0
639906616189488087,Carabanchel,40.38925,-3.741,Private room in rental unit,2,1.0,1.0,1.0,$35.00,2,3,33,4.85,4.91,4.76,4.97,4.94,4.59,4.64,2,170,Mediano (2-5),0
639926071586185112,TetuÃ¡n,40.45777,-3.69115,Private room in rental unit,2,,,,,2,365,7,4.86,4.86,4.86,5.0,5.0,5.0,5.0,8,365,Profesional (6-20),0
639930402933895489,Moncloa - Aravaca,40.42202,-3.71621,Entire rental unit,6,1.0,2.0,3.0,$179.00,3,1125,62,4.68,4.66,4.66,4.81,4.68,4.85,4.61,15,74,Profesional (6-20),0
639940034492505434,Centro,40.4227008,-3.7030984,Entire rental unit,3,1.0,1.0,2.0,$102.00,10,730,68,4.71,4.72,4.79,4.93,4.93,4.79,4.53,15,271,Profesional (6-20),0
639946677541887089,TetuÃ¡n,40.45809,-3.69085,Private room in rental unit,1,,,,,7,365,0,,,,,,,,8,365,Profesional (6-20),0
639946870777591409,TetuÃ¡n,40.45847,-3.69241,Private room in rental unit,2,,,,,4,365,8,4.88,4.88,5.0,5.0,5.0,4.88,4.88,8,365,Profesional (6-20),0
639963102580100639,TetuÃ¡n,40.45665,-3.69085,Private room in rental unit,2,,,,,4,365,7,4.86,5.0,4.86,5.0,5.0,5.0,4.86,8,365,Profesional (6-20),0
639979695392158516,TetuÃ¡n,40.45698,-3.6909,Private room in rental unit,2,,,,,4,365,13,4.85,4.85,4.92,4.77,4.85,4.92,4.85,8,365,Profesional (6-20),0
639989073382745564,TetuÃ¡n,40.45696,-3.69109,Private room in rental unit,1,,,,,4,365,4,5.0,5.0,5.0,5.0,5.0,4.75,5.0,8,365,Profesional (6-20),0
640408077455880809,Moncloa - Aravaca,40.43014,-3.72142,Entire condo,8,2.0,4.0,4.0,$205.00,1,365,204,4.59,4.62,4.77,4.73,4.8,4.82,4.56,141,85,Gran tenedor (>20),0
640408436399417980,Salamanca,40.43589,-3.67036,Entire rental unit,3,1.0,1.0,2.0,$99.00,2,365,300,4.81,4.87,4.84,4.91,4.94,4.81,4.69,6,231,Profesional (6-20),1
640453396456879662,Centro,40.4158,-3.7084877,Entire condo,8,2.5,3.0,6.0,$281.00,2,90,182,4.81,4.82,4.85,4.83,4.88,4.93,4.73,141,248,Gran tenedor (>20),0
640480315896028550,Salamanca,40.43227,-3.66941,Entire rental unit,3,1.0,1.0,2.0,$147.00,1,1125,105,4.96,4.9,4.96,4.9,4.99,4.86,4.85,3,85,Mediano (2-5),1
640523803345001513,Carabanchel,40.38784,-3.7282,Entire rental unit,2,,1.0,,,2,90,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,365,Pequeño (1),0
640609773264290637,Centro,40.40937,-3.7095,Entire loft,2,1.0,0.0,1.0,$99.00,2,1125,197,4.81,4.83,4.87,4.95,4.95,4.83,4.76,27,356,Gran tenedor (>20),1
640872985711567391,Centro,40.42248,-3.69962,Private room in rental unit,2,1.0,5.0,5.0,$60.00,1,60,0,,,,,,,,2,186,Mediano (2-5),0
641016979716857564,Centro,40.41929,-3.69832,Entire rental unit,6,3.5,3.0,3.0,$821.00,4,120,48,4.98,4.98,4.85,4.98,4.98,4.94,4.81,3,272,Mediano (2-5),1
641085032547074537,Latina,40.41077,-3.72781,Entire rental unit,3,1.0,2.0,2.0,$101.00,3,365,242,4.98,4.98,4.98,4.95,4.98,4.86,4.91,1,220,Pequeño (1),1
641117277482958729,Carabanchel,40.3843,-3.72754,Private room in rental unit,1,1.0,1.0,1.0,$43.00,2,1125,57,4.91,4.89,4.95,4.89,4.98,4.7,4.86,1,17,Pequeño (1),0
641142773844630866,Centro,40.41139,-3.71309,Entire rental unit,2,1.0,1.0,1.0,$103.00,3,365,42,4.48,4.43,4.6,4.76,4.74,4.86,4.36,75,229,Gran tenedor (>20),0
641166030242230257,Retiro,40.40609,-3.67957,Entire rental unit,3,2.0,2.0,3.0,$80.00,32,300,16,4.75,4.94,4.81,4.69,4.81,5.0,4.75,1,51,Pequeño (1),0
641598234307183102,TetuÃ¡n,40.46610155848532,-3.6921904608607297,Entire condo,2,,1.0,,,4,365,36,4.86,4.83,4.86,4.83,4.92,4.89,4.67,2,365,Mediano (2-5),1
641743727029180568,Carabanchel,40.39223,-3.70923,Entire rental unit,4,1.0,1.0,2.0,$80.00,2,365,108,4.76,4.78,4.75,4.9,4.73,4.44,4.5,2,294,Mediano (2-5),1
641755563279571098,Carabanchel,40.39179,-3.70922,Entire loft,4,1.0,0.0,2.0,$86.00,2,365,109,4.75,4.81,4.84,4.93,4.81,4.46,4.55,2,313,Mediano (2-5),1
641791362647145673,ChamberÃ­,40.43051,-3.71166,Entire rental unit,6,1.0,2.0,4.0,$171.00,2,365,299,4.71,4.68,4.68,4.87,4.93,4.89,4.63,5,114,Mediano (2-5),1
641822009899507802,Moncloa - Aravaca,40.42130214201729,-3.717251680791378,Entire loft,2,2.0,1.0,1.0,$315.00,4,360,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,2,Pequeño (1),0
642606687518493696,Arganzuela,40.40384681741558,-3.6969292168652856,Entire rental unit,2,1.0,1.0,2.0,$73.00,12,400,3,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,84,Pequeño (1),0
643135956837495981,TetuÃ¡n,40.45051,-3.69902,Entire rental unit,4,1.0,1.0,2.0,$130.00,1,365,78,4.72,4.81,4.76,4.79,4.79,4.69,4.73,43,52,Gran tenedor (>20),0
643159031008234551,ChamartÃ­n,40.4554006,-3.6784079,Entire rental unit,2,1.0,1.0,1.0,$175.00,30,1125,2,3.5,3.5,4.5,4.5,2.5,3.5,3.5,249,97,Gran tenedor (>20),0
643193716569693734,Retiro,40.40785,-3.6773,Entire rental unit,2,,1.0,,,2,365,0,,,,,,,,1,365,Pequeño (1),0
643250460073878642,Centro,40.4193466,-3.707915,Entire rental unit,4,1.0,1.0,2.0,$137.00,1,1125,359,4.87,4.92,4.86,4.92,4.94,4.94,4.82,2,340,Mediano (2-5),1
643257828059718839,ChamberÃ­,40.43112,-3.69693,Private room in rental unit,1,,,,,30,365,0,,,,,,,,1,365,Pequeño (1),0
643264109629593497,Centro,40.42081,-3.7012,Private room in rental unit,1,2.5,1.0,1.0,$52.00,3,365,23,4.78,4.61,4.83,4.96,5.0,4.83,4.7,27,100,Gran tenedor (>20),0
643264160360144708,Centro,40.41488,-3.70103,Entire rental unit,8,2.5,4.0,7.0,$362.00,3,365,16,4.63,4.63,4.63,4.88,4.88,4.75,4.69,27,192,Gran tenedor (>20),0
643264246131911077,Centro,40.41858,-3.69995,Private room in rental unit,2,2.0,1.0,2.0,$68.00,3,365,14,4.64,4.5,4.57,4.93,4.79,4.93,4.43,27,104,Gran tenedor (>20),0
643385463876196586,ChamberÃ­,40.43757,-3.70884,Entire rental unit,2,1.0,1.0,1.0,$89.00,2,365,40,4.93,4.88,4.85,4.93,4.93,4.78,4.63,1,301,Pequeño (1),0
643448011760609441,Centro,40.40733343411583,-3.7039328366518025,Entire rental unit,3,1.0,1.0,1.0,$83.00,2,90,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,347,Pequeño (1),0
643505759663333743,Fuencarral - El Pardo,40.4837852,-3.6867497,Private room in rental unit,1,1.0,1.0,1.0,$31.00,3,30,65,4.78,4.83,4.91,4.77,4.77,4.75,4.71,1,306,Pequeño (1),0
643859770195414246,Moncloa - Aravaca,40.40334174353026,-3.7607198953628536,Entire rental unit,4,1.5,3.0,5.0,$102.00,30,300,27,4.74,4.7,4.78,4.93,4.89,4.67,4.59,1,23,Pequeño (1),0
643921823471483623,Centro,40.4164,-3.70256,Entire rental unit,4,,2.0,,,4,365,242,4.62,4.73,4.8,4.69,4.72,4.69,4.58,13,365,Profesional (6-20),0
643937293201684430,Retiro,40.40528,-3.67891,Entire vacation home,4,,2.0,,,20,112,107,4.89,4.92,4.9,4.86,4.93,4.78,4.77,28,365,Gran tenedor (>20),1
643986691324519620,Centro,40.42396,-3.69841,Entire rental unit,6,,3.0,,,21,365,8,5.0,5.0,4.75,4.88,4.88,4.75,4.75,21,365,Gran tenedor (>20),1
