"host_id","hosts_time_as_host_years","host_location","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","minimum_nights","maximum_nights","availability_365","license","calculated_host_listings_count","calculated_host_listings_count_entire_homes","ocupacion_estimada","tipo_tenedor","superhost"
250093014,6,"Barcelona, Spain","f","L'Antiga Esquerra de l'Eixample",16,17,"l'Antiga Esquerra de l'Eixample","Eixample",41.38985,2.15801,1,365,192,"Spain - National registration number<br />ESHFNT00000805600030445901000000000000000000000000009",16,12,173,"Profesional (6-20)",0
376398849,4,"Barcelona, Spain","f","",3,3,"la Dreta de l'Eixample","Eixample",41.39035,2.16162,1,365,67,"Barcelona - Regional registration number<br />AJ000530",2,0,298,"Mediano (2-5)",0
256161727,4,"","f","",1,3,"el Congrés i els Indians","Sant Andreu",41.42169,2.18137,30,365,364,"",1,0,1,"Pequeño (1)",0
367613585,5,"Granada, Spain","f","",15,15,"la Vila de Gràcia","Gràcia",41.3972,2.15791,1,365,336,"Barcelona - Regional registration number<br />HUTB-000577",15,15,29,"Profesional (6-20)",0
5843487,12,"Barcelona, Spain","f","Les Tres Torres",16,24,"les Tres Torres","Sarrià-Sant Gervasi",41.39248,2.13193,32,1125,94,"",14,14,271,"Profesional (6-20)",0
5843487,12,"Barcelona, Spain","f","Les Tres Torres",16,24,"les Tres Torres","Sarrià-Sant Gervasi",41.39243,2.13132,32,1125,81,"",14,14,284,"Profesional (6-20)",0
325564929,5,"Barcelona, Spain","f","Sant Pere/Santa Caterina",8,8,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.38894,2.17615,31,1125,74,"",7,7,291,"Profesional (6-20)",0
346367515,5,"Barcelona, Spain","f","",960,1011,"la Dreta de l'Eixample","Eixample",41.38971,2.16478,32,1125,205,"Spain - National registration number<br />ESFCNT00I10805600070129600000000000000000000000000001",549,549,160,"Gran tenedor (>20)",0
370689974,5,"Barcelona, Spain","t","",3,3,"el Poble Sec","Sants-Montjuïc",41.37166,2.16642,1,27,346,"Barcelona - Regional registration number<br />HB-004668",3,0,19,"Mediano (2-5)",1
3556337,13,"Barcelona, Spain","t","Sant Antoni",86,93,"el Fort Pienc","Eixample",41.3972394883389,2.17870447015027,1,365,304,"Barcelona - Regional registration number<br />HUTB-076655<br /><br />Spain - National registration number<br />ESFCTU00000807300006597500000000000000HUTB-076655-412",85,85,61,"Gran tenedor (>20)",1
3556337,13,"Barcelona, Spain","t","Sant Antoni",86,93,"la Barceloneta","Ciutat Vella",41.37854,2.19026,32,195,18,"Spain - National registration number<br />ESFCNT00000811900013757800000000000000000000000000009",85,85,347,"Gran tenedor (>20)",1
3556337,13,"Barcelona, Spain","t","Sant Antoni",86,93,"el Fort Pienc","Eixample",41.39581,2.18023,1,365,334,"Barcelona - Regional registration number<br />HUTB-071568<br /><br />Spain - National registration number<br />ESFCTU00000805400036749800000000000000HUTB-071568-695",85,85,31,"Gran tenedor (>20)",1
43565515,10,"Barcelona, Spain","t","Dreta de l'Eixample",33,38,"la Sagrada Família","Eixample",41.40947,2.17575,1,365,159,"",33,33,206,"Gran tenedor (>20)",1
352550924,5,"","t","",5,9,"el Baix Guinardó","Horta-Guinardó",41.41286,2.16907,3,1125,365,"Barcelona - Regional registration number<br />HUTB-000703<br /><br />Spain - National registration number<br />ESFCTU00000805800049120700000000000000000HUTB-0007036",1,1,0,"Pequeño (1)",1
172462374,7,"Barcelona, Spain","t","El Raval",15,17,"el Raval","Ciutat Vella",41.3796005249023,2.17328000068665,31,160,226,"Spain - National registration number<br />ESFCNT00000805600069597700000000000000000000000000001",15,15,139,"Profesional (6-20)",1
325564929,5,"Barcelona, Spain","f","Sant Pere/Santa Caterina",8,8,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.38736,2.17582,31,1125,284,"",7,7,81,"Profesional (6-20)",0
80019305,6,"","f","",2,5,"el Putxet i el Farró","Sarrià-Sant Gervasi",41.40361,2.14585,31,60,59,"",2,2,306,"Mediano (2-5)",0
4985749,12,"Barcelona, Spain","f","Dreta de l'Eixample",17,19,"el Barri Gòtic","Ciutat Vella",41.38064,2.17539,6,1125,151,"Spain - National registration number<br />ESHFTU00000811900006572700200000000000HUTB-001624-443<br /><br />Barcelona - Regional registration number<br />HUTB-001624",16,16,214,"Profesional (6-20)",0
238724735,6,"","f","el Fort Pienc",22,25,"la Font de la Guatlla","Sants-Montjuïc",41.37039,2.14346,1,1125,193,"Spain - National registration number<br />ESFCTU00000806800012974100000000000000HUTB-009858-867",22,22,172,"Gran tenedor (>20)",0
238724735,6,"","f","el Fort Pienc",22,25,"la Font de la Guatlla","Sants-Montjuïc",41.36966,2.14541,1,1125,201,"Spain - National registration number<br />ESFCTU00000806800012978900000000000000HUTB-009863-236",22,22,164,"Gran tenedor (>20)",0
384577529,4,"","t","",5,5,"la Dreta de l'Eixample","Eixample",41.393951,2.171178,1,1125,354,"Barcelona - Regional registration number<br />HB-004386<br /><br />Spain - National registration number<br />Exempt",5,0,11,"Mediano (2-5)",1
346367515,5,"Barcelona, Spain","f","",960,1011,"la Dreta de l'Eixample","Eixample",41.39107,2.16221,32,330,156,"Spain - National registration number<br />ESHFNT00000805600042126200200000000000000000000000002",549,549,209,"Gran tenedor (>20)",0
173993443,7,"Barcelona, Spain","f","La Nova Esquerra de l'Eixample",14,22,"Sant Antoni","Eixample",41.38283,2.1615,4,1125,228,"Barcelona - Regional registration number<br />HUTB-006624<br /><br />Spain - National registration number<br />ESHFTU00000805600017492200500000000000000HUTB-0066242",14,14,137,"Profesional (6-20)",0
265193861,6,"Barcelona, Spain","f","El Raval",163,174,"la Font de la Guatlla","Sants-Montjuïc",41.37052,2.1459,32,330,250,"Barcelona - Regional registration number<br />HUTB-078793<br /><br />Spain - National registration number<br />ESFCTU00000806800000498700000000000000HUTB-078793-465",163,158,115,"Gran tenedor (>20)",0
385460765,4,"Barcelona, Spain","t","",6,6,"Sant Gervasi - Galvany","Sarrià-Sant Gervasi",41.39652,2.15095,1,1125,299,"Barcelona - Regional registration number<br />HUTB-004388",6,0,66,"Profesional (6-20)",1
224618386,7,"Barcelona, Spain","f","La Barceloneta",13,23,"la Barceloneta","Ciutat Vella",41.37771,2.19153,32,180,112,"Spain - National registration number<br />ESHFNT00000811900006900801800000000000000000000000009",13,13,253,"Profesional (6-20)",0
2537484,13,"Barcelona, Spain","f","",5,7,"Sant Gervasi - Galvany","Sarrià-Sant Gervasi",41.40059,2.14918,1,365,344,"Spain - National registration number<br />ESFCTU00000805900057702100000000000000000HUTB-0115236",2,2,21,"Mediano (2-5)",0
336522213,5,"Barcelona, Spain","f","Sant Antoni",4,7,"Sant Antoni","Eixample",41.37782,2.16185,2,60,138,"Spain - National registration number<br />ESFCTU00000806900045061300000000000000HUTB-036804-882",4,4,227,"Mediano (2-5)",0
130223809,8,"Barcelona, Spain","f","Sant Antoni",53,79,"Sant Antoni","Eixample",41.37971,2.15914,32,335,364,"",53,53,1,"Gran tenedor (>20)",0
3937003,13,"Barcelona, Spain","f","La Sagrada Família",10,12,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.38752,2.1814,32,365,198,"",7,7,167,"Profesional (6-20)",0
224618386,7,"Barcelona, Spain","f","La Barceloneta",13,23,"la Barceloneta","Ciutat Vella",41.37652,2.19152,32,180,227,"Spain - National registration number<br />ESHFNT00000811900006900802000000000000000000000000004",13,13,138,"Profesional (6-20)",0
336522213,5,"Barcelona, Spain","f","Sant Antoni",4,7,"Sant Antoni","Eixample",41.37618,2.16317,2,60,252,"Spain - National registration number<br />ESFCTU00000806900045062000000000000000HUTB-036805-797",4,4,113,"Mediano (2-5)",0
33278356,7,"Barcelona, Spain","f","",79,131,"el Raval","Ciutat Vella",41.38252,2.17178,1,1125,280,"Barcelona - Regional registration number<br />HUTB-014546<br /><br />Spain - National registration number<br />ESHFTU00000805400000099900100000000000HUTB-014546-360",76,71,85,"Gran tenedor (>20)",0
400416,14,"Barcelona, Spain","f","",2,9,"la Vila de Gràcia","Gràcia",41.4013,2.15306,31,260,315,"",2,2,50,"Mediano (2-5)",0
265193861,6,"Barcelona, Spain","f","El Raval",163,174,"el Fort Pienc","Eixample",41.39519,2.1799,2,180,298,"Barcelona - Regional registration number<br />HUTB001929<br /><br />Spain - National registration number<br />ESFCTU00000805400052195100000000000000000HUTB-0019295",163,158,67,"Gran tenedor (>20)",0
71266921,5,"Barcelona, Spain","t","",1,2,"el Barri Gòtic","Ciutat Vella",41.38483,2.17274,31,320,314,"",1,1,51,"Pequeño (1)",1
386695668,4,"","f","",4,4,"el Camp d'en Grassot i Gràcia Nova","Gràcia",41.4059,2.16915,31,1125,136,"",4,1,229,"Mediano (2-5)",0
370718107,5,"Barcelona, Spain","f","",64,69,"Sant Antoni","Eixample",41.38146,2.15943,1,365,307,"Barcelona - Regional registration number<br />HUTB-003393",50,50,58,"Gran tenedor (>20)",0
458386790,3,"","f","",30,32,"Sants - Badal","Sants-Montjuïc",41.3724250976392,2.13026203176683,32,1125,318,"",13,13,47,"Profesional (6-20)",0
373330392,4,"Barcelona, Spain","t","",4,4,"Pedralbes","Les Corts",41.38954,2.126,1,365,361,"Barcelona - Regional registration number<br />HB-003272<br /><br />Spain - National registration number<br />Exempt",4,0,4,"Mediano (2-5)",1
13013003,4,"Buenos Aires, Argentina","f","",1,7,"el Camp d'en Grassot i Gràcia Nova","Gràcia",41.40491,2.16899,31,1125,364,"",1,0,1,"Pequeño (1)",0
387595193,4,"","t","",9,10,"l'Antiga Esquerra de l'Eixample","Eixample",41.38895,2.16164,4,1125,339,"Spain - National registration number<br />ESFCTUQ012080560003738750000000000000000HUTB058678535",9,9,26,"Profesional (6-20)",1
264905862,6,"Barcelona, Spain","t","El Raval",12,12,"el Raval","Ciutat Vella",41.38334,2.16644,90,300,239,"",12,0,126,"Profesional (6-20)",1
35936647,10,"Barcelona, Spain","t","Sant Antoni",44,44,"el Putxet i el Farró","Sarrià-Sant Gervasi",41.4033355712891,2.14608001708984,1,365,359,"Barcelona - Regional registration number<br />HUTB-004624<br /><br />Spain - National registration number<br />ESHFTU00000805900050318101800000000000000HUTB-0046244",44,44,6,"Gran tenedor (>20)",1
201850188,7,"Barcelona, Spain","t","Sants-Montjuïc",3,3,"el Barri Gòtic","Ciutat Vella",41.38072,2.17728,30,730,325,"Spain - National registration number<br />ESFCNT00000811900021354800000000000000000000000000001",1,1,40,"Pequeño (1)",1
22076771,11,"Barcelona, Spain","t","El Gòtic",22,24,"el Barri Gòtic","Ciutat Vella",41.37932,2.1768,30,700,246,"Spain - National registration number<br />ESFCNT00000811900021351700000000000000000000000000007",20,20,119,"Profesional (6-20)",1
172462374,7,"Barcelona, Spain","t","El Raval",15,17,"el Raval","Ciutat Vella",41.3796005249023,2.17328000068665,31,190,265,"Spain - National registration number<br />ESFCNT00000805600069601100000000000000000000000000001",15,15,100,"Profesional (6-20)",1
346367515,5,"Barcelona, Spain","f","",960,1011,"la Nova Esquerra de l'Eixample","Eixample",41.38125,2.15102,32,365,38,"",549,549,327,"Gran tenedor (>20)",0
387995566,4,"Barcelona, Spain","t","",1,1,"Sarrià","Sarrià-Sant Gervasi",41.40881,2.11213,2,60,3,"Barcelona - Regional registration number<br />HUTB-013201",1,1,362,"Pequeño (1)",1
43764469,5,"Barcelona, Spain","t","",2,3,"l'Antiga Esquerra de l'Eixample","Eixample",41.3892,2.1522,1,28,237,"Barcelona - Regional registration number<br />HUTB-005086",1,1,128,"Pequeño (1)",1
346367515,5,"Barcelona, Spain","f","",960,1011,"la Dreta de l'Eixample","Eixample",41.39025,2.17414,32,365,99,"Spain - National registration number<br />ESFCNT00000806600058766000000000000000000000000000001",549,549,266,"Gran tenedor (>20)",0
1035045,13,"Barcelona, Spain","f","Sant Andreu de Palomar",4,9,"Sant Andreu","Sant Andreu",41.44049,2.18731,5,1125,365,"Barcelona - Regional registration number<br />HUTB004956",4,4,0,"Mediano (2-5)",0
133379972,7,"Barcelona, Spain","t","",3,3,"Sant Antoni","Eixample",41.37823,2.15922,2,1125,239,"Barcelona - Regional registration number<br />HUTB-006491",2,2,126,"Mediano (2-5)",1
133379972,7,"Barcelona, Spain","t","",3,3,"Sant Antoni","Eixample",41.37956,2.15772,2,1125,239,"Barcelona - Regional registration number<br />HUTB-006492",2,2,126,"Mediano (2-5)",1
346367515,5,"Barcelona, Spain","f","",960,1011,"la Sagrada Família","Eixample",41.40099,2.17574,32,365,246,"Spain - National registration number<br />ESFCNT00000807300091350400000000000000000000000000009",549,549,119,"Gran tenedor (>20)",0
346367515,5,"Barcelona, Spain","f","",960,1011,"la Sagrada Família","Eixample",41.40098,2.17444,32,365,241,"Spain - National registration number<br />ESFCNT00000807300101207700000000000000000000000000005",549,549,124,"Gran tenedor (>20)",0
12210380,4,"Germany","t","",2,3,"el Poblenou","Sant Martí",41.4026527404785,2.20700597763062,3,90,330,"Spain - National registration number<br />ESFCTU00000807200071508800000000000000000HUTB-0054353<br /><br />Barcelona - Regional registration number<br />HUTB-054353",1,1,35,"Pequeño (1)",1
116349526,8,"Barcelona, Spain","f","",11,29,"el Fort Pienc","Eixample",41.40213,2.18202,1,365,103,"Barcelona - Regional registration number<br />HUTB-003046<br /><br />Spain - National registration number<br />ESFCTU00000807300043105300000000000000000HUTB-0030492",11,11,262,"Profesional (6-20)",0
116349526,8,"Barcelona, Spain","f","",11,29,"el Fort Pienc","Eixample",41.4016,2.18093,1,180,72,"Barcelona - Regional registration number<br />HUTB-003047<br /><br />Spain - National registration number<br />ESFCTU00000807300043105300000000000000000HUTB-0030478",11,11,293,"Profesional (6-20)",0
6099660,12,"Barcelona, Spain","f","Sant Gervasi - la Bonanova",27,27,"el Barri Gòtic","Ciutat Vella",41.38172,2.18134,1,1125,339,"Spain - National registration number<br />ESFCTU00000811900017443600000000000000000HUTB-0012283<br /><br />Barcelona - Regional registration number<br />HUTB-001228",27,27,26,"Gran tenedor (>20)",0
6099660,12,"Barcelona, Spain","f","Sant Gervasi - la Bonanova",27,27,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.38379,2.18172,1,1125,348,"Spain - National registration number<br />ESFCTU00000811900017443600000000000000000HUTB-0012320<br /><br />Barcelona - Regional registration number<br />HUTB-001232",27,27,17,"Gran tenedor (>20)",0
7948539,10,"Barcelona, Spain","f","",11,12,"Sants","Sants-Montjuïc",41.373,2.13442,1,1125,352,"Barcelona - Regional registration number<br />HUTB-009384",5,5,13,"Mediano (2-5)",0
373330392,4,"Barcelona, Spain","t","",4,4,"Pedralbes","Les Corts",41.3897,2.12505,1,365,361,"Barcelona - Regional registration number<br />HB-003272<br /><br />Spain - National registration number<br />Exempt",4,0,4,"Mediano (2-5)",1
6099660,12,"Barcelona, Spain","f","Sant Gervasi - la Bonanova",27,27,"el Barri Gòtic","Ciutat Vella",41.37929,2.17797,1,1125,354,"Spain - National registration number<br />ESFCTU00000811900019255300000000000000000HUTB-0001164<br /><br />Barcelona - Regional registration number<br />HUTB-000116",27,27,11,"Gran tenedor (>20)",0
13194383,4,"Barcelona, Spain","f","",2,2,"Sarrià","Sarrià-Sant Gervasi",41.40058,2.12062,1,365,242,"Barcelona - Regional registration number<br />HB-004939",2,0,123,"Mediano (2-5)",0
385460765,4,"Barcelona, Spain","t","",6,6,"Sant Gervasi - Galvany","Sarrià-Sant Gervasi",41.39652,2.15095,1,1125,330,"Barcelona - Regional registration number<br />HUTB-004388",6,0,35,"Profesional (6-20)",1
370689974,5,"Barcelona, Spain","t","",3,3,"el Poble Sec","Sants-Montjuïc",41.37166,2.16642,1,1125,338,"Barcelona - Regional registration number<br />HB-004668",3,0,27,"Mediano (2-5)",1
396363,14,"Barcelona, Spain","f","Camp d'en Grassot i Gràcia Nova",119,135,"la Maternitat i Sant Ramon","Les Corts",41.38084,2.12681,1,1125,365,"Barcelona - Regional registration number<br />HUTB-012901",85,85,0,"Gran tenedor (>20)",0
386695668,4,"","f","",4,4,"el Camp d'en Grassot i Gràcia Nova","Gràcia",41.40383,2.16763,31,1125,310,"",4,1,55,"Mediano (2-5)",0
386695668,4,"","f","",4,4,"el Camp d'en Grassot i Gràcia Nova","Gràcia",41.40527,2.16905,30,1125,253,"",4,1,112,"Mediano (2-5)",0
7332265,10,"Reus, Spain","f","",3,9,"la Vila de Gràcia","Gràcia",41.40082,2.15321,32,1125,136,"",2,2,229,"Mediano (2-5)",0
387595193,4,"","t","",9,10,"l'Antiga Esquerra de l'Eixample","Eixample",41.38957,2.1607,4,120,340,"Spain - National registration number<br />ESFCTUQ0B2080560003738750000000000000000HUTB058679890",9,9,25,"Profesional (6-20)",1
33716990,10,"","f","",1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.3899078369141,2.18329191207886,31,1125,364,"",1,1,1,"Pequeño (1)",0
3465149,13,"Barcelona, Spain","t","Vila de Gràcia",8,10,"la Dreta de l'Eixample","Eixample",41.39378,2.16992,31,180,280,"",7,7,85,"Profesional (6-20)",1
85808864,9,"Barcelona, Spain","f","",1,2,"el Fort Pienc","Eixample",41.39377,2.17947,31,1125,357,"",1,0,8,"Pequeño (1)",0
12138466,11,"Bilbao, Spain","f","",1,1,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.38301,2.18515,32,1125,291,"",1,1,74,"Pequeño (1)",0
250042982,6,"Barcelona, Spain","f","",55,64,"la Sagrada Família","Eixample",41.403118,2.176476,1,1125,365,"",53,53,0,"Gran tenedor (>20)",0
6099660,12,"Barcelona, Spain","f","Sant Gervasi - la Bonanova",27,27,"el Barri Gòtic","Ciutat Vella",41.38011,2.17691,1,1125,282,"Spain - National registration number<br />ESFCTU00000811900019255300000000000000000HUTB-0001188<br /><br />Barcelona - Regional registration number<br />HUTB-000118",27,27,83,"Gran tenedor (>20)",0
7197028,4,"Barcelona, Spain","t","",1,1,"la Dreta de l'Eixample","Eixample",41.39276,2.1741,2,121,279,"Spain - National registration number<br />ESFCTU00000805400054194200000000000000000HUTB-0049324",1,1,86,"Pequeño (1)",1
391416308,4,"Barcelona, Spain","f","",1,3,"el Raval","Ciutat Vella",41.375244,2.168731,32,320,106,"",1,1,259,"Pequeño (1)",0
346367515,5,"Barcelona, Spain","f","",960,1011,"la Vila de Gràcia","Gràcia",41.39992,2.15922,32,365,9,"Spain - National registration number<br />ESFCNT00000806600054181500000000000000000000000000003",549,549,356,"Gran tenedor (>20)",0
346367515,5,"Barcelona, Spain","f","",960,1011,"la Vila de Gràcia","Gràcia",41.40703,2.15089,32,365,220,"Spain - National registration number<br />ESFCNT00000806600019258100000000000000000000000000005",549,549,145,"Gran tenedor (>20)",0
17768217,11,"Playa del Carmen, Mexico","t","",2,5,"el Raval","Ciutat Vella",41.37969,2.16642,31,1125,28,"",2,2,337,"Mediano (2-5)",1
22110879,11,"Munich, Germany","t","Commerce - Dupleix",5,10,"Diagonal Mar i el Front Marítim del Poblenou","Sant Martí",41.40586,2.21089,1,30,310,"Spain - National registration number<br />ESFCTU000008072000722215000000000000000000HUTB0027006",3,3,55,"Mediano (2-5)",1
357946540,5,"","f","",336,664,"el Poble Sec","Sants-Montjuïc",41.37339,2.16456,33,360,197,"",320,4,168,"Gran tenedor (>20)",0
110424849,2,"","f","",1,1,"Sant Martí de Provençals","Sant Martí",41.4124393144341,2.19630615835227,31,1125,364,"",1,0,1,"Pequeño (1)",0
39328627,10,"Barcelona, Spain","t","Sant Antoni",5,6,"Sant Antoni","Eixample",41.3852081298828,2.16320991516113,1,365,234,"Barcelona - Regional registration number<br />HUTB-009932",5,5,131,"Mediano (2-5)",1
383697,14,"","f","Dreta de l'Eixample",9,15,"el Raval","Ciutat Vella",41.38566,2.16739,3,365,313,"Spain - National registration number<br />ESFCTU0000080560006964240000000000000000HUTB-1778-785",9,7,52,"Profesional (6-20)",0
238503767,6,"","t","El Putget i Farró",3,6,"el Putxet i el Farró","Sarrià-Sant Gervasi",41.4055786132812,2.14753794670105,32,360,287,"Spain - National registration number<br />ESHFNT00000806300024797600100000000000000000000000009",3,3,78,"Mediano (2-5)",1
387595193,4,"","t","",9,10,"l'Antiga Esquerra de l'Eixample","Eixample",41.39022,2.15993,4,1125,346,"Spain - National registration number<br />ESFCTUQ0C1080560003738750000000000000000HUTB058680157",9,9,19,"Profesional (6-20)",1
346367515,5,"Barcelona, Spain","f","",960,1011,"la Vila de Gràcia","Gràcia",41.39907,2.15572,32,365,160,"Spain - National registration number<br />ESHFNT00000806600022130400200000000000000000000000008",549,549,205,"Gran tenedor (>20)",0
299462,13,"Barcelona, Spain","f","Vila de Gràcia",279,432,"la Dreta de l'Eixample","Eixample",41.39102,2.164,3,1125,351,"Spain - National registration number<br />ESFCTU00000805600020788000000000000000HUTB-004246-847",135,135,14,"Gran tenedor (>20)",0
385398937,4,"Barcelona, Spain","t","",2,13,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.38566,2.182134,31,365,306,"",2,2,59,"Mediano (2-5)",1
173771925,7,"Barcelona, Spain","f","",3,12,"el Fort Pienc","Eixample",41.39521,2.17647,31,1125,175,"",2,0,190,"Mediano (2-5)",0
5264883,11,"Barcelona, Spain","f","Dreta de l'Eixample",46,97,"el Raval","Ciutat Vella",41.381290435791,2.16453289985657,60,364,275,"",27,27,90,"Gran tenedor (>20)",0
77548260,9,"Barcelona, Spain","f","Dreta de l'Eixample",8,11,"la Dreta de l'Eixample","Eixample",41.39646,2.17666,35,190,274,"Spain - National registration number<br />ESHFNT00000805400056980900800000000000000000000000004",8,0,91,"Profesional (6-20)",0
61360206,9,"Barcelona, Spain","t","Dreta de l'Eixample",48,116,"la Dreta de l'Eixample","Eixample",41.39001,2.17456,2,1125,312,"Barcelona - Regional registration number<br />HUTB-003877",11,11,53,"Profesional (6-20)",1
393828486,3,"Barcelona, Spain","f","",1,1,"la Font de la Guatlla","Sants-Montjuïc",41.3690117123946,2.14306061552676,32,1125,365,"",1,0,0,"Pequeño (1)",0
4146729,13,"Barcelona, Spain","t","",16,16,"la Sagrada Família","Eixample",41.40346,2.17276,3,40,233,"Spain - National registration number<br />ESFCTU00000807300088791100000000000000000HUTB-0020873",16,16,132,"Profesional (6-20)",1
285584271,6,"Barcelona, Spain","t","Dreta de l'Eixample",6,8,"la Dreta de l'Eixample","Eixample",41.39324,2.17084,1,365,298,"Barcelona - Regional registration number<br />HUTB-053989<br /><br />Spain - National registration number<br />Exempt",6,0,67,"Profesional (6-20)",1
192212284,7,"Barcelona, Spain","f","Dreta de l'Eixample",3,4,"la Dreta de l'Eixample","Eixample",41.395,2.15915,1,365,306,"Barcelona - Regional registration number<br />HB004196",3,0,59,"Mediano (2-5)",0
192212284,7,"Barcelona, Spain","f","Dreta de l'Eixample",3,4,"la Dreta de l'Eixample","Eixample",41.39318,2.15958,1,365,315,"Barcelona - Regional registration number<br />HB004196",3,0,50,"Mediano (2-5)",0
279716482,6,"Cologne, Germany","f","",2,2,"el Poblenou","Sant Martí",41.40198,2.20614,2,35,114,"Barcelona - Regional registration number<br />HUTB-076083",1,1,251,"Pequeño (1)",0
63963684,8,"Platja d'Aro, Spain","f","",1,5,"el Raval","Ciutat Vella",41.3774,2.16578,31,730,342,"",1,1,23,"Pequeño (1)",0
2504689,13,"Barcelona, Spain","t","L'Antiga Esquerra de l'Eixample",2,2,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.3899,2.18297,6,91,208,"Spain - National registration number<br />ESFCTU00000805400039547700000000000000000HUTB-0019709<br /><br />Barcelona - Regional registration number<br />HUTB-001970",2,2,157,"Mediano (2-5)",1
346367515,5,"Barcelona, Spain","f","",960,1011,"l'Antiga Esquerra de l'Eixample","Eixample",41.39041,2.15821,32,365,300,"Spain - National registration number<br />ESHFNT00000805600019186800300000000000000000000000007",549,549,65,"Gran tenedor (>20)",0
264905862,6,"Barcelona, Spain","t","El Raval",12,12,"el Raval","Ciutat Vella",41.38183,2.16507,90,300,254,"",12,0,111,"Profesional (6-20)",1
238253143,6,"Barcelona, Spain","f","",14,20,"Sant Antoni","Eixample",41.38226,2.15994,2,1125,304,"Barcelona - Regional registration number<br />AJ000599",14,1,61,"Profesional (6-20)",0
64805231,7,"Sant Just Desvern, Spain","t","",42,46,"el Putxet i el Farró","Sarrià-Sant Gervasi",41.40442,2.14168,31,1125,365,"",38,38,0,"Gran tenedor (>20)",1
351328829,5,"Barcelona, Spain","f","",4,5,"la Vila de Gràcia","Gràcia",41.40698,2.15916,3,31,101,"Barcelona - Regional registration number<br />HUTB-001223",4,4,264,"Mediano (2-5)",0
38461119,10,"Freienbach, Switzerland","t","",5,6,"la Barceloneta","Ciutat Vella",41.378967,2.191798,32,360,364,"",4,4,1,"Mediano (2-5)",1
387595193,4,"","t","",9,10,"l'Antiga Esquerra de l'Eixample","Eixample",41.38846,2.16101,4,1125,348,"Spain - National registration number<br />ESFCTUQ0B108056000373875000000000000000000HUTB0032349",9,9,17,"Profesional (6-20)",1
38461119,10,"Freienbach, Switzerland","t","",5,6,"la Barceloneta","Ciutat Vella",41.3754081726074,2.18768000602722,32,333,275,"",4,4,90,"Mediano (2-5)",1
1432835,14,"Barcelona, Spain","t","L'Antiga Esquerra de l'Eixample",45,46,"l'Antiga Esquerra de l'Eixample","Eixample",41.39246,2.15802,4,1125,310,"Spain - National registration number<br />ESFCTU00000805600009520300000000000000000HUTB-0056656<br /><br />Barcelona - Regional registration number<br />HUTB-005665",43,43,55,"Gran tenedor (>20)",1
503457,14,"Barcelona, Spain","f","",1,4,"el Barri Gòtic","Ciutat Vella",41.37887,2.17549,32,160,167,"",1,0,198,"Pequeño (1)",0
2161867,13,"Barcelona, Spain","f","",2,4,"la Nova Esquerra de l'Eixample","Eixample",41.38007,2.15576,31,190,19,"",2,2,346,"Mediano (2-5)",0
328004770,5,"Barcelona, Spain","f","",22,32,"el Poble Sec","Sants-Montjuïc",41.37229,2.15373,1,1125,274,"Spain - National registration number<br />ESFCTU00000806800012672600000000000000000HUTB-0108636",21,21,91,"Gran tenedor (>20)",0
180215498,7,"Barcelona, Spain","f","Vila de Gràcia",3,3,"la Vila de Gràcia","Gràcia",41.39941,2.15861,4,1125,167,"Barcelona - Regional registration number<br />HUTB-004651<br /><br />Spain - National registration number<br />ESHFTU00000806600000670300100000000000000HUTB-0046516",3,3,198,"Mediano (2-5)",0
22076771,11,"Barcelona, Spain","t","El Gòtic",22,24,"el Barri Gòtic","Ciutat Vella",41.38041,2.17913,30,730,324,"Spain - National registration number<br />ESFCNT00000811900021354800000000000000000000000000001",20,20,41,"Profesional (6-20)",1
250042982,6,"Barcelona, Spain","f","",55,64,"el Barri Gòtic","Ciutat Vella",41.380466,2.174271,10,1125,159,"",53,53,206,"Gran tenedor (>20)",0
250042982,6,"Barcelona, Spain","f","",55,64,"Sant Pere, Santa Caterina i la Ribera","Ciutat Vella",41.384792,2.179467,32,1125,343,"",53,53,22,"Gran tenedor (>20)",0
396198916,4,"Barcelona, Spain","t","",1,1,"Sant Antoni","Eixample",41.380783,2.163113,3,1125,350,"Spain - National registration number<br />ESFCTU00000805600045572400000000000000000HUTB-0116914",1,1,15,"Pequeño (1)",1
55707535,4,"Barcelona, Spain","f","",3,4,"l'Antiga Esquerra de l'Eixample","Eixample",41.38562,2.16047,4,1125,200,"Barcelona - Regional registration number<br />HUTB-012000<br /><br />Spain - National registration number<br />ESFCTU00000805600053186200000000000000HUTB-012000-804",3,3,165,"Mediano (2-5)",0
69857691,5,"Barcelona, Spain","f","",1,3,"el Camp d'en Grassot i Gràcia Nova","Gràcia",41.40692,2.16425,30,1125,189,"",1,0,176,"Pequeño (1)",0
